@relation 'mini-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9,11-13'

@attribute average_login_time numeric
@attribute average_time_per_learning_session numeric
@attribute abandoned_learning_sessions numeric
@attribute preferred_difficulty_level {Low,Medium,High}
@attribute target numeric

@data
15.622634,182.557166,3,Low,1
13.543813,0.737258,4,Medium,1
14.795068,99.849674,2,Medium,1
17.039692,94.878314,2,Low,1
13.142374,69.563298,3,Low,1
14.714896,6.703543,4,Low,0
9.060903,50.298635,6,Medium,1
13.950376,34.315235,4,Medium,0
12.914112,120.979533,4,Low,0
13.065735,26.183113,4,Medium,0
13.197851,12.692343,4,High,1
13.191572,78.444606,3,Low,1
20.411141,129.499299,0,High,1
9.226769,132.283975,5,Low,1
12.422357,27.922593,1,Low,0
15.68007,36.33664,1,Medium,1
16.7699,253.026615,2,Low,1
14.590158,43.863636,3,Low,1
15.609528,32.757903,1,Low,0
13.410104,57.327429,7,Low,1
12.122875,13.882993,6,Low,1
15.517477,41.441886,5,Low,1
17.280645,41.982285,2,High,0
12.536969,77.015147,1,Low,1
12.284758,17.954564,2,Low,1
16.69238,56.885123,5,Low,0
15.067321,59.954057,0,Low,1
10.698677,2.810117,2,Low,0
14.034871,7.309422,6,Low,1
15.182266,52.503475,5,Low,1
19.238433,34.12944,4,Medium,0
20.738215,108.741832,7,Low,1
13.148829,2.1606,4,Low,0
16.810221,21.448193,6,High,0
16.367507,3.851413,5,Medium,0
15.203387,21.413176,2,Low,1
12.047234,33.521137,1,Low,1
13.573032,12.445207,3,Low,1
13.753237,25.650422,1,Medium,1
15.502824,35.248637,1,High,1
15.973682,123.21293,2,Low,1
14.564555,47.294128,0,Medium,0
16.067186,70.664147,2,Low,1
10.734982,23.351322,1,Low,1
19.190099,11.339614,3,Low,0
13.017081,85.8365,5,High,1
17.580549,16.266609,4,Medium,1
14.738762,82.937732,0,Low,1
17.186294,42.839186,3,Low,0
12.877632,9.750141,5,Medium,1
17.651089,58.403131,1,Low,0
11.979326,82.834687,6,Low,1
14.731348,24.231603,2,Low,0
14.411312,99.153697,4,Low,0
16.605172,16.452586,5,Low,1
18.893589,58.56174,3,Low,1
12.950549,46.322198,6,Medium,1
16.797557,57.677403,1,Low,1
10.319886,8.651689,1,Low,0
12.618243,73.229347,3,Low,0
11.667125,122.653438,4,High,0
15.542218,138.654965,4,Low,0
16.127442,6.374986,2,Low,1
16.548106,34.695887,3,Low,0
13.498296,26.883471,2,Low,0
9.895596,28.833116,2,Low,1
14.857576,78.51355,5,Low,1
15.393022,49.267906,1,Medium,0
16.741397,104.3512,2,High,1
17.142385,3.330041,1,Low,0
10.277131,48.112979,4,High,0
13.986544,1.505655,2,Low,1
10.822816,23.204187,3,Medium,0
11.99472,18.153606,2,Medium,1
14.610502,164.971796,5,Low,1
16.824879,38.302452,3,Low,0
16.001157,43.699701,1,Low,1
16.694227,16.288641,3,High,1
19.607532,15.578274,4,Medium,1
18.109166,42.421197,3,Medium,1
18.267535,10.316026,4,Low,0
18.613273,70.999233,2,Medium,1
14.399673,230.399722,3,Low,1
14.098891,82.465573,3,Medium,1
10.507842,48.417054,2,Low,0
13.895365,163.759571,2,Medium,0
8.041966,217.137351,2,Low,1
18.023252,73.559262,2,Medium,0
13.417909,68.852768,3,Medium,0
13.683003,28.178776,4,Medium,0
14.145749,115.128971,2,Low,1
17.918994,234.378891,1,High,1
18.324392,0.441191,3,Low,0
17.082979,59.641489,3,High,0
17.760899,37.484598,1,Low,0
17.66792,12.876221,2,High,0
15.213631,25.548682,5,Medium,1
16.946026,74.940606,3,Medium,1
18.233029,219.42195,2,Medium,1
10.739749,1.230883,4,High,0
14.264307,9.506714,6,Medium,1
8.687029,31.02727,3,Low,0
15.895063,12.307889,1,Medium,0
14.071229,5.995739,7,Low,0
13.97959,64.690057,3,Low,1
19.3964,8.289247,3,Low,1
11.868268,2.29049,6,Low,1
14.436576,17.874524,6,Medium,0
10.438743,2.604088,2,Low,0
16.274117,80.154552,3,Low,1
16.083604,103.696837,7,Low,1
13.204005,50.582552,2,Low,1
15.564717,102.187306,8,Low,0
14.971084,34.886239,0,High,1
17.304898,20.544206,3,High,1
15.476327,92.021692,4,High,1
12.134883,169.82355,1,Low,1
16.53103,190.489395,1,Low,1
15.354094,69.984693,3,Medium,1
15.684791,224.146606,1,Low,1
10.864321,4.676945,4,Medium,0
14.952342,25.557592,2,Medium,0
9.559108,13.168754,3,High,1
13.976982,166.369109,1,Medium,1
12.415786,19.856016,2,Medium,0
18.724467,17.368569,3,Low,1
11.999195,33.355939,1,Medium,1
10.726512,39.729767,4,High,1
12.515938,52.453314,2,Low,1
18.449084,6.3657,1,Medium,1
12.27867,7.193304,6,Low,0
15.549375,39.715661,2,Low,1
22.964535,49.56133,6,Low,0
15.498013,41.493958,2,Low,0
15.236668,0.463414,2,Low,1
16.70892,13.864181,5,Medium,0
14.611205,0.448004,2,Low,1
15.845978,47.704377,2,Medium,0
19.233568,40.472072,4,High,1
16.775602,16.777171,2,High,1
13.608886,101.789819,3,Medium,1
15.088144,156.757985,3,Low,1
19.502829,115.871421,1,Low,0
8.114595,61.153361,3,Medium,1
20.606432,108.041302,1,Low,1
17.523349,22.22903,3,Low,0
16.211559,6.263456,5,Medium,1
9.253689,85.014377,5,Low,0
14.358035,10.254964,5,High,1
18.118187,1.278636,4,High,0
12.989546,34.085515,2,Low,1
13.594883,35.841234,6,Medium,1
12.95031,43.900082,3,High,1
13.172889,16.043729,3,High,0
10.166325,85.310438,0,Low,0
15.771403,52.946538,2,High,0
19.891907,86.131421,3,Low,1
17.160708,42.102688,1,High,0
13.278262,23.108309,5,Low,1
14.270629,2.029457,4,Low,1
11.186425,108.123602,3,High,1
18.221548,50.123027,4,Low,0
16.659486,38.148523,3,Low,1
18.876988,10.793333,3,Low,1
15.023742,11.211596,3,Low,1
12.89285,28.12127,4,Medium,0
15.118807,46.67268,0,Medium,1
15.135585,14.678018,1,High,0
20.159832,9.683959,2,Low,1
14.543297,32.948724,7,Low,1
18.054735,0.599229,3,High,0
18.602256,57.419218,4,Low,1
11.705093,123.405182,5,Medium,1
17.805892,1.22416,1,Low,1
14.213352,152.229268,6,Medium,0
11.805934,60.812803,3,High,1
14.973584,123.254419,4,Medium,0
11.881487,20.814879,2,Low,1
18.812044,50.6092,3,Medium,0
14.175709,52.98315,1,Medium,1
19.113586,27.272729,3,High,0
14.562727,35.52444,6,Low,1
15.181446,76.922289,5,Low,1
20.34819,1.043418,1,High,0
19.997888,113.885994,4,Low,0
13.147876,102.367547,2,Low,1
14.799292,35.723536,4,Low,1
21.412412,63.883511,0,High,1
14.65051,21.101598,1,Low,1
14.12614,44.883997,4,High,1
12.158064,4.462786,2,Low,1
9.371059,2.308896,1,Low,0
15.55287,32.374403,7,Medium,0
19.659656,24.003254,2,High,0
12.750343,20.130235,4,High,1
19.169096,7.968119,3,Medium,1
15.904967,31.379371,4,Low,0
16.101764,32.362168,5,Low,0
19.071673,71.675642,1,Medium,0
12.512403,171.278945,3,High,0
14.574698,138.405117,5,Low,0
15.88163,112.215225,6,Low,0
12.653729,39.141314,3,Low,1
13.142443,49.399906,2,High,1
11.970754,15.939736,5,Medium,1
8.10988,57.515389,2,Low,0
17.89256,5.415686,3,Low,1
14.96048,26.592039,1,Low,0
17.397188,75.079881,2,Medium,1
13.563966,44.622129,2,High,1
18.078365,0.780024,2,Low,1
15.453345,71.698858,1,High,1
11.478476,46.264511,3,Medium,1
12.884797,18.568183,2,Low,1
12.721845,45.73851,3,Medium,1
13.168411,6.534274,4,Low,1
18.172397,2.249125,1,High,0
20.793307,503.372616,0,Low,1
14.604268,79.401302,2,Low,1
12.626748,44.849546,1,Low,1
14.947926,10.328656,4,Low,0
18.792036,22.912951,4,Medium,1
16.825005,96.719497,0,Low,0
13.572216,17.750378,1,Medium,1
15.785189,20.597016,2,High,0
15.245728,16.244309,2,Medium,1
11.402072,46.132885,3,Low,0
10.431595,15.641293,4,Low,0
12.049045,101.301563,6,Low,0
15.249304,32.803261,5,Medium,0
14.251473,55.687948,4,Low,0
8.995016,50.78765,3,Low,1
14.339799,18.393072,1,High,0
11.760666,181.121057,5,Medium,1
18.234115,176.218616,2,Medium,1
16.574946,44.648632,4,Medium,0
16.349859,84.872193,4,Low,1
13.490956,13.219752,6,Low,0
16.566617,34.735186,6,Low,0
15.693123,35.944243,5,Low,1
13.709636,212.910827,4,Medium,1
13.093099,56.944418,1,Medium,0
15.832162,44.898005,2,Low,0
15.39415,43.181586,2,Medium,0
13.884052,12.71309,3,Medium,0
19.27311,8.13258,2,Medium,1
14.765536,113.967073,1,Low,0
16.621473,80.77757,3,High,0
17.307179,31.994271,3,Medium,1
17.092282,34.66684,2,Medium,0
14.791985,12.91235,2,Medium,1
10.436862,19.336501,3,Low,1
10.940637,88.813083,1,Low,1
11.820636,3.889279,3,Low,1
13.945559,155.873719,3,High,1
19.698239,12.898413,6,High,1
20.820161,61.716018,3,Medium,0
15.966921,119.683748,2,Low,0
12.445633,59.340697,4,Medium,0
17.418859,54.099581,5,Low,0
17.923286,46.921366,2,Low,1
12.652244,32.248962,1,Medium,1
17.025145,49.723941,3,Medium,0
14.804714,6.043018,4,Medium,1
15.143349,163.346506,1,Medium,0
16.30266,9.655906,3,Medium,0
15.66642,216.259061,6,Medium,1
13.647026,204.180582,5,Low,1
11.958909,20.749899,3,Low,1
12.77168,24.907196,1,Medium,1
14.242938,10.973656,4,Medium,0
15.8485,48.949762,2,Medium,1
15.375924,98.321993,1,Low,0
13.379719,8.482596,3,Medium,1
14.960989,9.789086,5,High,1
14.1202,29.202618,3,Low,1
17.80927,49.461863,2,Low,1
12.440619,20.472933,2,Medium,1
15.830135,90.171484,2,Low,1
13.346647,15.208413,0,Medium,1
11.512611,4.062931,2,Medium,0
10.864565,15.542307,6,Low,1
14.412394,72.264522,1,High,1
12.899372,37.909186,6,Low,1
11.613309,19.463804,1,Medium,1
16.678748,43.79754,2,Medium,0
18.485128,92.214337,1,High,1
19.2717,80.508875,2,Low,0
13.445662,0.979807,3,Low,1
12.211241,10.772896,5,Low,1
11.356693,66.922402,2,Medium,0
17.691695,16.381445,3,Medium,1
15.125447,5.087308,0,High,1
13.767467,6.777314,2,Low,1
15.943748,5.819637,4,Low,0
12.559612,8.357722,4,High,1
13.33019,82.011063,2,Low,1
13.458472,37.54539,2,Low,1
8.682257,6.140014,3,Low,0
14.149197,3.322381,4,Low,0
18.998936,54.668822,6,Low,1
16.584407,16.062962,4,Low,1
19.504501,46.705636,2,High,1
10.068001,45.385474,1,Low,1
19.021226,23.018984,4,Low,1
14.135587,24.772489,2,Medium,0
15.110762,19.849528,4,High,1
16.583442,42.472365,2,Medium,0
17.346075,16.309726,4,Low,1
10.569853,171.0676,4,Low,1
10.844936,48.878438,3,Low,0
12.239543,2.999181,2,Medium,0
11.00742,16.141248,5,Low,0
11.572477,17.857194,1,High,0
14.05381,17.005157,3,Medium,1
9.391293,6.470639,4,Low,1
21.305025,9.311856,3,Low,1
14.269051,17.476889,2,Low,0
11.363598,16.865313,1,Medium,1
17.514735,58.551169,3,Low,0
11.480497,11.729549,2,Medium,1
14.645962,80.657577,4,Low,0
20.429154,24.93656,3,Low,1
13.053031,167.420658,2,Low,1
16.852495,48.917766,3,Medium,1
15.973586,91.445094,2,Medium,0
14.765845,27.150307,2,High,0
13.379898,133.954899,4,Medium,0
15.071281,7.656237,0,Medium,1
16.014298,70.641244,3,High,0
17.240221,55.565552,2,High,0
3.37517,3.74234,5,Low,1
12.442675,20.050394,6,Medium,0
14.686658,65.876335,4,Low,0
17.176374,25.471569,3,Medium,0
9.659776,34.516086,2,Low,0
18.04688,4.792167,2,High,0
20.00659,32.862081,5,Low,1
15.803812,56.591844,2,Low,1
15.11768,33.926093,0,High,0
17.232,47.065316,3,Low,1
11.132558,108.695366,3,Low,0
16.110851,5.007329,6,Low,1
13.185971,5.413213,5,Medium,1
16.328397,26.636158,1,Low,1
19.965293,2.895415,5,Low,0
19.135057,52.752018,1,High,1
16.859176,94.34606,6,Low,1
8.855752,14.314119,2,High,0
17.617119,69.313662,2,Low,0
12.727359,6.462653,2,Low,1
15.496053,32.08239,3,Low,1
20.184887,117.106867,5,Medium,1
18.617719,17.865006,3,Low,1
13.258215,77.000028,1,Low,1
8.661908,41.705724,0,High,0
10.738273,66.14649,3,Low,0
18.790907,27.494953,2,High,0
16.101552,118.482183,3,Medium,1
14.05639,57.280467,4,Low,0
16.760476,10.293636,3,Low,0
12.608221,79.848011,4,High,1
12.526515,130.345325,1,Medium,0
13.365419,9.353473,2,Medium,0
12.610404,45.2395,6,Low,1
11.652232,195.239268,5,Low,1
11.754481,63.748129,2,Medium,0
13.866036,28.175536,3,Medium,1
16.104977,20.912576,2,Medium,1
17.69612,119.064775,6,Medium,1
12.157399,19.628954,0,Medium,1
15.327373,97.449848,3,High,0
16.150217,7.029212,5,Low,1
14.301477,6.716306,3,Medium,0
12.750251,40.918769,3,Low,1
15.433538,71.901389,3,High,1
8.801218,6.217015,3,Medium,1
14.453051,28.258993,1,High,1
11.386408,11.794401,2,Low,0
11.347411,2.310819,1,Medium,0
19.122376,10.965982,3,Low,0
17.556469,0.492498,1,Low,1
17.895015,34.874499,5,High,0
19.338602,13.544806,2,Medium,1
15.477201,0.779382,2,Medium,0
16.140546,6.873729,2,Medium,1
9.868811,12.292767,4,Low,1
12.06372,21.473322,4,Low,1
15.358326,64.454811,1,Medium,1
16.86631,16.184689,2,Low,1
13.850538,21.228501,3,Low,0
18.520377,78.389873,2,Low,0
12.866712,80.945682,3,Medium,1
11.529823,101.948944,5,Low,1
14.744919,22.564058,2,Medium,1
17.667234,13.219676,2,Low,1
14.130719,14.317917,1,High,1
13.739037,5.950775,3,Low,1
14.179898,36.357916,2,Medium,1
15.180318,0.240159,1,Low,0
13.536179,1.104295,0,Medium,1
13.766456,73.207783,7,Medium,0
16.584396,103.378234,1,Low,0
13.092154,39.831581,2,Medium,1
24.107471,215.77714,3,Low,1
15.032338,145.018285,3,Low,1
15.083468,11.638141,3,Medium,1
16.35412,119.300313,3,Low,1
22.824461,66.420596,3,Low,1
17.165308,35.62255,1,Low,1
20.917973,139.996659,3,Low,0
15.318937,37.804419,3,Low,0
13.393885,18.397753,0,Low,1
18.713731,2.415688,3,Medium,0
10.885153,61.016924,5,Low,0
17.794089,3.060532,6,Low,0
12.514781,37.912141,3,Medium,0
16.978723,23.838605,3,Medium,0
16.142163,12.847691,5,Low,1
14.938332,140.031952,1,High,1
16.198621,11.377525,2,High,1
12.16259,18.679651,4,Low,0
17.373667,5.829647,3,Medium,1
18.602544,28.63158,4,Low,0
14.684712,5.339179,3,High,1
18.370353,186.563031,2,Medium,1
18.652191,34.436601,10,Low,0
20.179607,21.625429,4,Low,0
20.605889,45.297158,3,Medium,0
16.221154,13.453472,4,Medium,0
20.212412,21.249142,5,Medium,0
13.324252,14.695557,4,Low,1
15.269556,138.555965,1,Low,0
7.954613,10.625925,8,Low,1
13.407616,45.443502,0,Low,1
16.46131,59.701707,1,Medium,1
12.698874,63.186299,1,Medium,1
10.655001,182.538742,2,Low,1
19.874135,75.544649,2,Low,0
18.953537,64.67338,5,High,0
12.679656,113.573146,1,Low,0
11.67557,11.002295,4,Low,0
16.692645,184.477873,4,Medium,1
12.988053,7.865672,3,Medium,0
16.962834,163.519428,0,Low,1
15.774892,89.242084,5,High,1
10.456344,44.451085,4,Low,1
14.129161,79.317949,3,Low,1
16.188295,4.331611,5,Low,1
15.010137,77.280728,3,Low,0
18.52453,78.124615,4,Low,0
19.703083,48.413581,5,Low,1
14.400305,88.493788,2,Low,1
12.392848,109.523135,1,Medium,0
14.281376,4.589988,2,Medium,1
17.635695,211.282675,5,Medium,1
16.859264,20.968217,2,Low,1
15.364694,5.216838,3,Medium,1
8.888064,29.654481,4,Low,0
16.256692,7.161123,6,Medium,1
15.138186,4.352469,1,Low,0
16.202755,13.029952,4,Medium,1
13.882286,122.878508,12,Low,1
15.531519,78.693594,4,Low,0
14.683609,49.464678,2,High,0
11.504544,43.966023,3,High,1
14.052669,44.714308,1,Low,1
17.765728,14.578832,3,Low,0
14.395549,19.410498,2,Medium,1
15.619135,117.702361,4,Low,0
11.515546,1.397995,1,High,1
16.863787,63.272051,3,Low,1
12.995244,6.637014,0,Low,1
14.928523,29.672194,1,High,1
18.391447,3.043583,8,High,0
14.679053,16.677158,4,Low,0
9.497025,0.43309,1,Low,1
13.955706,34.716903,3,Medium,1
15.344998,24.596853,0,High,1
12.058121,26.058785,1,Medium,0
11.940237,9.701587,4,Medium,0
10.882922,43.374848,2,Medium,0
13.948668,13.743875,4,Low,0
12.043185,117.439218,4,Medium,1
16.121532,43.242727,2,High,1
12.102634,197.755617,6,Low,1
12.761721,108.716924,2,Low,1
13.065182,106.277834,0,High,0
9.409075,58.782777,3,Low,1
13.422537,54.24216,5,Low,1
15.125975,2.686902,6,Low,1
16.975716,49.496401,4,Medium,1
13.525018,38.830899,1,Medium,0
14.336584,129.764162,3,Low,0
15.796199,29.121147,0,Low,1
14.855869,10.283733,4,Medium,1
13.154628,36.209252,3,Low,0
16.602446,67.466197,6,Medium,1
17.026608,46.98088,9,High,1
16.569274,74.106351,3,Low,0
16.487878,87.1245,3,Low,0
13.94542,102.223641,4,High,0
11.081248,20.192256,2,Medium,1
17.588444,172.311363,5,Low,1
11.68213,168.866806,2,Low,1
14.110412,65.38483,2,High,0
16.092295,74.148078,2,Low,1
12.124144,122.448561,0,Low,1
13.483515,26.560338,3,Low,1
20.434559,17.230605,1,Medium,1
19.912512,10.566838,3,Low,1
14.897809,66.98442,1,Medium,0
17.966821,15.097175,1,Low,1
13.219545,81.93918,3,High,1
15.467613,112.985812,3,Medium,1
6.731018,107.731122,3,Low,1
16.340976,4.32766,4,Low,1
17.349449,61.437105,4,High,0
20.04159,13.680045,3,Medium,1
10.804807,41.304491,4,High,1
15.698963,75.385,5,Low,0
13.668655,26.110531,5,Low,1
12.960168,119.792265,2,Medium,0
11.109164,169.210443,4,Low,1
17.866379,45.062194,5,Low,0
14.2859,23.989325,6,Low,1
19.883641,55.846846,3,Medium,1
14.606758,22.43919,4,High,1
14.236199,22.174454,6,Low,1
20.673494,38.604846,5,Medium,1
13.113856,45.896066,1,Low,0
15.241772,107.518629,2,Low,0
12.628638,134.591966,4,Low,0
18.263959,35.349444,1,High,1
9.627779,30.172101,3,Medium,0
17.930165,7.168661,2,Low,0
13.835479,7.207114,3,High,1
13.763552,56.249462,2,Medium,0
13.771258,77.508241,2,Low,1
11.475741,24.151145,1,Low,1
11.726102,11.419334,3,Medium,1
15.210736,1.542106,3,Low,0
19.642772,86.291435,4,Low,1
17.691252,53.771262,0,High,1
14.457863,125.470512,4,Low,1
9.340529,91.149696,2,Medium,0
14.016859,39.03104,8,Low,1
21.623829,81.170696,2,High,1
14.27813,131.461528,6,High,1
22.365062,8.78776,5,Medium,0
11.999234,8.110181,4,High,1
18.413785,54.562821,2,Low,1
20.316332,18.748041,3,Low,0
14.614328,30.751271,4,Low,0
18.926973,169.384527,2,Low,1
19.685821,40.501919,6,Medium,0
14.293065,196.450423,3,Medium,1
19.40651,56.387818,5,Low,1
21.793639,160.956551,4,Low,1
12.821339,61.499796,3,High,0
14.308204,115.28213,2,Low,1
17.260276,18.840719,8,Low,1
14.147409,58.480143,5,High,1
16.09576,24.233239,1,Low,0
14.91583,19.651038,3,Low,0
14.65213,41.741393,3,Medium,1
15.636764,57.168077,1,Medium,1
15.406613,45.251004,1,Low,1
20.04729,22.063026,3,Low,0
11.288478,8.831448,5,Medium,1
14.427807,26.62166,3,Low,1
10.865909,36.316576,3,Low,0
17.551359,20.528143,2,Low,1
14.487223,10.026739,5,Medium,1
16.379878,28.101179,2,High,1
14.623788,79.375826,2,Low,1
19.110566,82.380218,4,Medium,1
15.005153,31.054667,2,Medium,0
13.533115,35.006633,7,Low,1
11.685373,38.123316,3,High,1
19.144592,20.778375,3,Low,0
14.689602,52.7606,4,Low,1
17.318207,48.119662,5,Low,1
10.339208,65.578738,2,Medium,1
14.228546,7.959287,4,Medium,1
13.175962,44.001746,7,Low,1
16.725356,106.327912,4,Low,1
11.924148,111.294132,4,High,0
18.485932,56.273589,2,Low,1
18.289036,99.339397,3,Low,1
25.279514,61.869739,2,Medium,0
17.133144,0.700332,3,High,1
13.551777,23.779498,4,Medium,1
14.03999,25.928115,0,Medium,1
13.921852,21.833175,5,Medium,0
12.866973,105.415955,4,Low,0
13.661224,3.030064,3,Medium,0
9.738766,200.121197,6,Low,1
8.968354,90.318363,4,Low,0
13.646639,8.893193,4,Medium,1
10.386982,153.710272,3,Low,1
14.969537,32.200512,3,High,1
14.154639,47.883961,5,High,1
18.15339,21.874011,4,Medium,1
13.439041,9.678568,3,High,1
17.478955,44.980265,5,Low,1
14.589886,30.093634,1,Medium,1
8.983865,13.43537,3,Low,0
11.658434,12.971981,4,Medium,1
15.952888,126.64524,4,Low,1
15.577735,26.927421,0,Low,0
13.005808,98.384132,2,Medium,1
14.988328,234.973952,5,Medium,1
16.63808,61.378029,8,High,1
13.801867,29.904014,1,Low,0
18.930945,39.644563,2,Low,1
16.78344,26.660593,6,Low,0
13.984961,89.069033,1,Low,0
13.813412,78.53707,6,Low,1
16.085775,26.456366,6,High,0
17.581359,142.368956,6,Low,1
14.205034,32.696749,2,Low,1
11.750246,17.852153,3,High,0
13.547769,33.97201,6,High,0
12.414676,0.670281,1,Low,0
16.52274,1.793783,4,Low,1
12.059824,21.184394,2,Medium,1
13.562287,64.300949,6,Low,1
13.179105,65.860717,5,Low,0
13.053901,12.464825,6,Low,0
13.395409,16.884887,2,Medium,1
18.449063,104.934578,1,Low,1
17.361556,2.142343,1,Medium,1
11.966098,58.488736,4,High,0
12.594732,34.702923,3,Low,0
10.885745,141.637574,2,Low,0
16.915626,26.629554,0,Medium,0
15.298696,8.056093,4,High,0
14.424692,14.618463,3,High,0
13.213027,12.065748,4,Medium,0
16.291455,4.027424,5,Medium,1
10.257765,88.350263,2,Low,0
12.698492,81.029169,5,High,1
13.334215,40.942179,1,Medium,1
16.741403,81.513716,3,Medium,1
15.122793,3.877499,6,Medium,0
11.862478,3.602333,4,Medium,0
17.924649,11.133314,2,High,0
16.209158,37.688335,1,Medium,1
16.603098,58.048119,3,Low,0
14.860751,37.248382,2,High,1
14.256479,4.009318,3,Medium,0
18.179491,7.859116,2,Low,0
11.505687,7.841971,6,Medium,0
10.422018,4.304631,1,High,1
13.45004,28.967534,5,Low,1
17.941786,12.046055,2,Low,0
17.126632,108.254578,3,Low,1
13.092933,12.35226,4,High,1
17.174892,33.272585,8,Medium,1
11.351809,69.383929,1,Medium,1
14.699432,1.484931,4,Medium,1
13.054813,30.335087,2,Low,0
14.289444,8.236964,5,Low,0
18.764748,0.384162,3,Medium,1
15.094733,43.2995,2,Low,1
19.641986,126.331957,1,Low,0
13.532367,97.050562,7,Low,1
16.771707,17.855309,2,Low,0
14.408914,39.735008,0,Medium,1
15.864888,34.538404,4,Medium,1
14.668485,39.879542,4,High,0
13.100738,56.852352,3,High,0
13.500643,18.542552,4,High,0
16.237191,5.317304,8,Low,1
13.936089,2.018432,4,Medium,0
8.678247,83.997312,3,Low,1
13.194469,32.58576,9,Medium,1
11.412387,10.419412,2,Low,1
12.770758,100.508661,2,Low,1
14.852623,35.670451,4,Low,1
18.223203,90.263267,4,Low,1
12.00801,180.985203,1,Medium,1
14.050694,42.291619,0,High,1
10.106822,10.720909,3,High,1
16.709225,256.002643,3,Medium,1
15.758275,49.463637,4,Low,0
16.587788,141.82966,2,Low,1
13.204456,13.105645,1,Medium,1
15.163766,117.922747,2,High,0
15.633796,10.736607,4,Low,1
23.064735,74.976108,6,Low,1
14.324054,56.734078,4,Medium,0
13.510431,10.279194,1,Low,1
13.639991,100.326262,2,Low,0
16.46322,9.192942,3,Medium,1
16.828771,29.355942,5,Medium,1
16.275286,10.936356,2,High,1
14.094282,132.456497,4,High,1
14.790616,65.558308,3,Low,0
11.34379,49.469605,5,High,1
12.419101,128.434284,5,Low,1
14.63299,48.828094,3,Low,1
17.060566,43.691334,1,Low,0
15.834879,39.846895,2,High,1
13.31021,22.289875,2,Medium,0
13.878057,21.775902,7,Low,1
16.326994,164.911186,2,Medium,1
9.910608,11.104228,6,High,1
14.794706,38.228898,5,Medium,1
17.582926,79.093305,2,Medium,1
13.995943,46.479485,2,High,0
15.647627,0.983513,1,High,1
13.474832,33.467183,1,Low,1
12.576384,74.197458,4,Low,1
16.688991,55.394333,6,Medium,1
17.878242,25.434519,3,Low,1
16.125782,34.48976,3,Low,1
13.440218,100.028057,2,Medium,1
12.705013,44.651765,0,Low,1
15.817568,32.73364,3,Low,0
14.463528,97.980075,5,Low,1
10.292813,29.400003,1,High,1
15.150723,15.123011,2,Low,1
19.605091,88.871905,4,Low,0
17.005207,139.793959,6,Low,1
9.12819,98.754068,3,Low,0
20.845777,24.702618,5,Low,0
14.538806,27.387434,6,Low,0
13.879256,22.749201,2,Low,1
9.343489,252.120379,2,Medium,1
14.232878,126.310072,3,Low,1
13.366011,38.874358,5,Medium,0
18.512437,11.939673,7,High,1
12.8821,121.076138,2,Medium,0
18.632164,62.650074,1,Low,1
20.566319,33.005249,2,Low,1
22.567829,136.224274,4,Low,1
17.374668,29.916271,1,Low,1
16.572809,50.111204,1,Medium,0
16.843368,158.257654,2,Low,1
12.768458,48.325353,7,Low,0
16.292928,6.376789,0,High,0
11.966363,244.401287,4,Low,1
16.789079,35.2261,8,Medium,0
13.162723,0.728435,6,Low,0
14.795056,0.709837,2,Medium,1
15.991551,4.673966,1,Low,0
12.020628,127.510801,4,Medium,0
7.672395,3.58409,0,High,1
13.728909,100.581828,5,Low,0
20.926596,41.718489,6,Low,1
14.709039,78.186703,2,Medium,0
14.072089,7.167221,0,Low,1
15.877785,105.189997,4,High,1
14.47488,46.451737,4,Low,1
21.715434,8.809507,2,Low,1
18.477662,35.713117,1,Low,1
13.222032,11.39993,2,High,0
18.218627,8.243519,1,High,0
16.952302,4.578274,6,Low,1
15.438457,60.691762,3,Low,1
15.948025,86.695224,4,Low,1
11.330893,20.276004,5,Low,0
14.210387,44.700844,3,Medium,0
11.591796,10.262059,3,High,1
16.88492,57.467777,7,Medium,1
13.97579,80.689431,6,High,0
14.141736,84.629066,3,Low,1
17.075972,89.613337,1,High,0
15.452307,26.884649,1,Low,0
18.861354,58.373452,2,Medium,0
14.057434,127.368604,4,Low,0
17.433526,27.570527,2,Medium,0
15.020049,0.122887,2,Low,1
13.681978,3.640223,3,Low,1
13.520303,31.455404,2,High,1
15.51121,10.144483,1,Medium,0
16.412805,51.619694,2,High,1
18.388128,61.530017,2,Medium,1
18.867997,21.778319,5,Low,0
9.111214,117.925109,2,Low,1
14.518329,97.726602,5,Medium,0
14.701255,70.845542,3,High,0
13.261716,28.397841,0,High,1
17.112148,25.482378,1,Medium,0
11.863755,52.553045,1,Medium,0
10.837099,213.487515,1,Medium,1
14.714106,76.748396,3,Low,0
16.16215,4.596095,2,Low,0
19.805216,13.843769,1,High,1
10.76926,8.056509,1,Low,1
16.231623,229.113811,1,Medium,1
13.478398,26.356142,5,High,1
14.530209,2.759827,1,Low,1
10.72668,18.242866,5,Low,1
15.404138,106.843437,3,High,1
12.513752,16.071233,1,Medium,0
16.674665,152.166446,6,Medium,0
14.524449,2.858581,6,Medium,1
7.438261,14.623524,2,Medium,1
18.602471,0.306982,5,High,1
12.579339,33.153545,0,Low,1
12.334272,3.823772,4,High,1
12.082837,114.860055,2,Low,1
13.98558,102.270398,5,Low,1
15.372392,26.76521,3,Low,0
8.588998,63.220553,6,Medium,1
